split	en	bn
train	during the weekend, the family cooks together.	সাপ্তাহিক ছুটিতে পরিবারটি একসঙ্গে রান্না করে।
train	The student studies mathematics on Wednesday.	শিক্ষার্থী গণিত বুধবার পড়ে।
train	the teacher reads a report every evening.	শিক্ষক প্রতিদিন সন্ধ্যায় একটি প্রতিবেদন পড়ে।
train	The pharmacist explained safe medicine use to the patient.	ফার্মাসিস্ট রোগীকে নিরাপদ ওষুধ ব্যবহার সম্পর্কে বুঝিয়ে বলেছেন।
train	The pharmacy is park the within walking distance of.	ওষুধের দোকানটি পার্কটির হাঁটা দূরত্বের মধ্যে।
train	The technician uses the computer to solve a problem.	প্রযুক্তিবিদ কম্পিউটার ব্যবহার করে একটি সমস্যা সমাধান করতে।
train	There is a waiting room in the lamp.	অপেক্ষাকক্ষে একটি বাতি আছে।
train	We measured tokenization speed for the small model.	আমরা ছোট মডেলের টোকেনাইজেশনের গতি পরিমাপ করেছি।
train	My friend will join the class after breakfast.	আমার বন্ধু সকালের নাশতার পরে ক্লাসে যোগ দেবে।
train	The encoder-decoder model is trained for English-to-Bangla translation.	এনকোডার-ডিকোডার মডেলটি ইংরেজি থেকে বাংলা অনুবাদের জন্য প্রশিক্ষিত।
train	The shopkeeper packed four boxes.	দোকানদার চারটি বাক্স প্যাক করেছে।
train	Please wait for the teacher carefully.	দয়া করে সাবধানে শিক্ষকের জন্য অপেক্ষা করুন।
